logger_ID,date,logger_serial_number,temperature
19,2021-09-21T20:00:00Z,A541E8,6.8209
19,2021-09-21T21:00:00Z,A541E8,6.18407
19,2021-09-21T22:00:00Z,A541E8,5.6413
19,2021-09-21T23:00:00Z,A541E8,5.17801
19,2021-09-22T00:00:00Z,A541E8,4.81175
19,2021-09-22T01:00:00Z,A541E8,4.5025
19,2021-09-22T02:00:00Z,A541E8,4.23249
19,2021-09-22T03:00:00Z,A541E8,3.99686
19,2021-09-22T04:00:00Z,A541E8,3.78125
19,2021-09-22T05:00:00Z,A541E8,3.59513
19,2021-09-22T06:00:00Z,A541E8,3.4298
19,2021-09-22T07:00:00Z,A541E8,3.29359
19,2021-09-22T08:00:00Z,A541E8,3.17638
